id,category,dimension,sentence,emotion
299,彩电,业务,经济适用型的,好评
300,彩电,业务,产品真的很不错,好评
301,彩电,业务,产品很漂亮,好评
302,彩电,业务,产品值得信赖,好评
303,彩电,业务,大牌鲜艳,好评
304,彩电,业务,产品超好,好评
305,彩电,业务,产品非常好用,好评
306,彩电,业务,非常不错的一款产品,好评
307,彩电,业务,产品非常漂亮,好评
308,彩电,业务,这个产品还不错,好评
309,彩电,业务,不错的产品,好评
310,彩电,业务,智能电视的基本功能都具备,好评
311,彩电,业务,好产品值得拥有,好评
312,彩电,业务,是一款很好的产品,好评
313,彩电,业务,米米粉的钟爱和佳选择的呢,好评
314,彩电,业务,值得推荐的一款好产品,好评
315,彩电,业务,老牌大厂的产品就是好,好评
316,彩电,业务,一直购买小米的产品,好评
317,彩电,业务,能买到这么超值的产品,好评
318,彩电,业务,非常超值的一款产品,好评
319,彩电,业务,功能强大很好,好评
320,彩电,业务,买电视就是买屏,好评
321,彩电,业务,产品不错哦,好评
322,彩电,业务,三星产品还可以,中评
323,彩电,业务,产品性能不错,好评
324,彩电,业务,这个产品不错,好评
325,彩电,业务,名牌产品值得信赖,好评
326,彩电,业务,很成熟的产品系列,好评
327,彩电,业务,真正的超级电视,好评
328,彩电,业务,高档产品,好评
329,彩电,业务,电视非常完美,好评
330,彩电,业务,智能电视功能强大,好评
331,彩电,业务,这款产品也太奇葩了,好评
332,彩电,业务,电视机是很好的,好评
333,彩电,业务,产品真的太好了,好评
334,彩电,业务,海尔的产品值得信赖,好评
335,彩电,业务,对产品也比较满意,中评
336,彩电,业务,中规中矩的产品,中评
337,彩电,业务,产品是一流的,好评
338,彩电,业务,小米电视效果不错,好评
339,彩电,业务,满意产品,好评
340,彩电,业务,产品整体不错,好评
341,彩电,业务,对产品比较满意,中评
342,彩电,业务,产品正宗,好评
343,彩电,业务,不愧是液晶之父的产品,好评
344,彩电,业务,产品高清,好评
345,彩电,业务,很超值的产品,好评
346,彩电,业务,小米产品不错,好评
347,彩电,业务,索尼产品就是好,好评
348,彩电,业务,挺好产品不错,好评
349,彩电,业务,产品也还行,中评
350,彩电,业务,产品比较喜欢,中评
351,彩电,业务,产品不行,差评
352,彩电,业务,产品过硬,好评
353,彩电,业务,产品很差,差评
354,彩电,业务,产品一般般,中评
355,彩电,业务,中规中矩的产品,中评
356,彩电,业务,产品很好,好评
357,彩电,业务,产品不错,好评
358,彩电,业务,产品信得过,好评
359,彩电,业务,功能很多,好评
360,彩电,业务,功能强大,好评
361,彩电,业务,很不错的产品,好评
362,彩电,业务,电视挺不错的,好评
363,彩电,业务,功能多,好评
364,彩电,业务,功能齐全,好评
365,彩电,业务,电视真的很好,好评
366,彩电,业务,电视功能齐全,好评
367,彩电,业务,很好的产品,好评
368,彩电,业务,商品不错,好评
369,彩电,业务,感觉产品不错,好评
370,彩电,业务,产品还不错,好评
371,彩电,业务,大气上档次,好评
372,彩电,业务,商品很不错,好评
373,彩电,业务,电视大气,好评
374,彩电,业务,非常好的电视,好评
375,彩电,业务,挺好的产品,好评
376,彩电,业务,产品还可以,中评
377,彩电,业务,产品非常好,好评
378,彩电,业务,产品地道,好评
379,彩电,业务,非常好的产品,好评
380,彩电,业务,产品可以,好评
381,彩电,业务,确实是良心产品,好评
382,彩电,业务,感觉产品好,好评
383,彩电,业务,产品也还行,中评
384,彩电,业务,功能全,好评
385,彩电,业务,功能很齐全,好评
386,彩电,业务,功能也很齐全,好评
387,彩电,业务,产品很不错,好评
388,彩电,业务,产品一流,好评
389,彩电,业务,电视是不错的,好评
390,彩电,业务,非常棒的电视,好评
391,彩电,业务,好的产品,好评
392,彩电,业务,不错的产品,好评
393,彩电,业务,电视机非常不错,好评
394,彩电,业务,产品也不错,好评
395,彩电,业务,产品很棒,好评
396,彩电,业务,功能实用,好评
397,彩电,业务,很好的一款产品,好评
398,彩电,业务,名牌产品,好评
399,彩电,业务,产品高大上,好评
400,彩电,业务,非常不错的一款电视,好评
401,彩电,业务,真心不错的产品,好评
402,彩电,业务,产品很贴心,好评
403,彩电,业务,商品很给力,好评
404,彩电,业务,商品也不错,好评
405,彩电,业务,产品也很不错,好评
406,彩电,业务,功能不错,好评
407,彩电,业务,非常不错的产品,好评
408,彩电,业务,功能挺多的,好评
409,彩电,业务,产品非常不错,好评
410,彩电,业务,产品很实用,好评
411,彩电,业务,产品还是不错,好评
412,彩电,业务,这个产品很好,好评
413,彩电,业务,产品挺好,好评
414,彩电,业务,产品经久耐用,好评
415,彩电,业务,产品还可以吧,中评
416,彩电,业务,值得信赖的产品,好评
417,彩电,业务,功能好多,好评
418,彩电,业务,产品还行,中评
419,彩电,业务,产品挺不错,好评
420,彩电,业务,产品非常满意,好评
421,彩电,业务,电视机很好啊,好评
422,彩电,业务,我还是比较满意这款产品,中评
423,彩电,业务,产品真心不错,好评
424,彩电,业务,产品很强大,好评
425,彩电,业务,产品不错,好评
426,彩电,业务,产品信得过,好评
427,彩电,业务,功能很多,好评
428,彩电,业务,功能强大,好评
429,彩电,业务,很不错的产品,好评
430,彩电,业务,电视挺不错的,好评
431,彩电,业务,功能多,好评
432,彩电,业务,功能齐全,好评
433,彩电,业务,电视真的很好,好评
434,彩电,业务,电视功能齐全,好评
435,彩电,业务,很好的产品,好评
436,彩电,业务,商品不错,好评
437,彩电,业务,感觉产品不错,好评
438,彩电,业务,产品还不错,好评
439,彩电,业务,大气上档次,好评
440,彩电,业务,商品很不错,好评
441,彩电,业务,电视大气,好评
442,彩电,业务,非常好的电视,好评
443,彩电,业务,挺好的产品,好评
444,彩电,业务,产品还可以,中评
445,彩电,业务,产品非常好,好评
446,彩电,业务,产品地道,好评
447,彩电,业务,非常好的产品,好评
448,彩电,业务,产品可以,好评
449,彩电,业务,确实是良心产品,好评
450,彩电,业务,感觉产品好,好评
451,彩电,业务,产品也还行,中评
452,彩电,业务,功能全,好评
453,彩电,业务,功能很齐全,好评
454,彩电,业务,功能也很齐全,好评
455,彩电,业务,产品很不错,好评
456,彩电,业务,产品一流,好评
457,彩电,业务,电视是不错的,好评
458,彩电,业务,非常棒的电视,好评
459,彩电,业务,好的产品,好评
460,彩电,业务,不错的产品,好评
461,彩电,业务,电视机非常不错,好评
462,彩电,业务,产品也不错,好评
463,彩电,业务,唯一一件这么失望至极的产品,差评
464,彩电,业务,产品很棒,好评
465,彩电,业务,功能实用,好评
466,彩电,业务,很好的一款产品,好评
467,彩电,业务,名牌产品,好评
468,彩电,业务,产品高大上,好评
469,彩电,业务,非常不错的一款电视,好评
470,彩电,业务,真心不错的产品,好评
471,彩电,业务,产品很贴心,好评
472,彩电,业务,商品很给力,好评
473,彩电,业务,商品也不错,好评
474,彩电,业务,产品也很不错,好评
475,彩电,业务,产品不好,差评
476,彩电,业务,功能不错,好评
477,彩电,业务,非常不错的产品,好评
478,彩电,业务,功能挺多的,好评
479,彩电,业务,产品非常不错,好评
480,彩电,业务,产品很实用,好评
481,彩电,业务,产品还是不错,好评
482,彩电,业务,这个产品很好,好评
483,彩电,业务,产品挺好,好评
484,彩电,业务,产品经久耐用,好评
485,彩电,业务,产品还可以吧,中评
486,彩电,业务,值得信赖的产品,好评
487,彩电,业务,功能好多,好评
488,彩电,业务,产品还行,中评
489,彩电,业务,产品挺不错,好评
490,彩电,业务,产品非常满意,好评
491,彩电,业务,电视机很好啊,好评
492,彩电,业务,功能比较鸡肋,中评
493,彩电,业务,我还是比较满意这款产品,中评
494,彩电,业务,产品真心不错,好评
495,彩电,业务,产品一般,中评
496,彩电,业务,产品很强大,好评
497,彩电,业务,电视是技术是成熟的产品,好评
498,彩电,业务,值得推荐的一款产品,好评
499,彩电,业务,很不错的一款产品,好评
500,彩电,业务,产品挺不错的,好评
501,彩电,业务,产品不错的,好评
502,彩电,业务,很棒的产品,好评
503,彩电,业务,产品挺好的,好评
504,彩电,业务,功能满意,好评
505,彩电,业务,商品一般,中评
506,彩电,业务,值得购买的产品,好评
507,彩电,业务,值得买的一款产品,好评
508,彩电,业务,产品也很好,好评
509,彩电,业务,非常好的一款产品,好评
510,彩电,业务,正规产品,好评
511,彩电,业务,值得购买的一款产品,好评
512,彩电,业务,产品非常的好,好评
513,彩电,业务,各方面都还不错,好评
514,彩电,业务,一直信赖小米的产品,好评
515,彩电,业务,产品没问题,好评
516,彩电,业务,产品棒,好评
517,彩电,业务,信得过的产品,好评
518,彩电,业务,产品设计不错,好评
519,彩电,业务,对产品满意,好评
520,彩电,业务,产品完好,好评
521,彩电,业务,很好的产品哦,好评
522,彩电,业务,智能电视功能多,好评
523,彩电,业务,产品还是挺好的,好评
524,彩电,业务,产品还是很不错的,好评
525,彩电,业务,品牌产品值得信赖,好评
526,彩电,业务,产品一般般,中评
527,彩电,业务,一线产品,好评
528,彩电,业务,信得过产品,好评
529,彩电,业务,产品很给力,好评
530,彩电,业务,产品特别满意,好评
531,彩电,业务,一直信赖海尔的产品,好评
532,彩电,业务,值得信赖的一款电视,好评
533,彩电,业务,产品不行,差评
534,彩电,业务,产品比较满意,中评
535,彩电,业务,很值得信赖的产品,好评
536,彩电,业务,功能较全,好评
537,彩电,业务,产品给力,好评
538,彩电,业务,不错的一款产品,好评
539,彩电,业务,产品还好,好评
540,彩电,业务,产品过硬,好评
541,彩电,业务,非常好用的产品,好评
542,彩电,业务,索尼的产品就是好,好评
543,彩电,业务,是我喜欢的产品,好评
544,彩电,业务,真正的好产品,好评
545,彩电,业务,国产品也是很好的,好评
546,彩电,业务,产品不错喔,好评
547,彩电,业务,够买的产品还可以,中评
548,彩电,业务,高端产品,好评
549,彩电,业务,产品本身还是很不错的,好评
550,彩电,业务,产品很差,差评
551,彩电,业务,值得购买的好产品,好评
552,彩电,业务,值得信赖产品,好评
553,彩电,业务,酷开的产品真的不错,好评
554,彩电,业务,不愧是大牌产品,好评
555,彩电,业务,经济适用型的,好评
556,彩电,业务,产品真的很不错,好评
557,彩电,业务,产品很漂亮,好评
558,彩电,业务,产品值得信赖,好评
559,彩电,业务,大牌鲜艳,好评
560,彩电,业务,产品超好,好评
561,彩电,业务,产品非常好用,好评
562,彩电,业务,非常不错的一款产品,好评
563,彩电,业务,产品非常漂亮,好评
564,彩电,业务,这个产品还不错,好评
565,彩电,业务,不错的产品,好评
566,彩电,业务,智能电视的基本功能都具备,好评
567,彩电,业务,好产品值得拥有,好评
568,彩电,业务,是一款很好的产品,好评
569,彩电,业务,米米粉的钟爱和佳选择的呢,好评
570,彩电,业务,值得推荐的一款好产品,好评
571,彩电,业务,老牌大厂的产品就是好,好评
572,彩电,业务,一直购买小米的产品,好评
573,彩电,业务,能买到这么超值的产品,好评
574,彩电,业务,非常超值的一款产品,好评
575,彩电,业务,功能强大很好,好评
576,彩电,业务,买电视就是买屏,好评
577,彩电,业务,产品不错哦,好评
578,彩电,业务,三星产品还可以,中评
579,彩电,业务,产品性能不错,好评
580,彩电,业务,这个产品不错,好评
581,彩电,业务,名牌产品值得信赖,好评
582,彩电,业务,很成熟的产品系列,好评
583,彩电,业务,真正的超级电视,好评
584,彩电,业务,高档产品,好评
585,彩电,业务,电视非常完美,好评
586,彩电,业务,智能电视功能强大,好评
587,彩电,业务,这款产品也太奇葩了,好评
588,彩电,业务,电视机是很好的,好评
589,彩电,业务,产品真的太好了,好评
590,彩电,业务,海尔的产品值得信赖,好评
591,彩电,业务,对产品也比较满意,中评
592,彩电,业务,中规中矩的产品,中评
593,彩电,业务,产品是一流的,好评
594,彩电,业务,小米电视效果不错,好评
595,彩电,业务,满意产品,好评
596,彩电,业务,产品整体不错,好评
597,彩电,业务,对产品比较满意,中评
598,彩电,业务,产品正宗,好评
599,彩电,业务,不愧是液晶之父的产品,好评
600,彩电,业务,产品高清,好评
601,彩电,业务,很超值的产品,好评
602,彩电,业务,小米产品不错,好评
603,彩电,业务,索尼产品就是好,好评
604,彩电,业务,挺好产品不错,好评
605,彩电,业务,产品也还行,中评
606,彩电,业务,产品比较喜欢,中评
607,彩电,业务,产品也很好看,好评
608,彩电,业务,产品也就那样,中评
609,彩电,业务,产品也很不错的,好评
610,彩电,业务,是和同价位竞争对手拉开了一定差距并保持相当优势的,好评
611,彩电,业务,产品有保障,好评
612,彩电,业务,非常满意此产品,好评
613,彩电,业务,海尔的产品还是值得信赖,好评
614,彩电,业务,智能电视功能齐全,好评
615,彩电,业务,本家的产品让我动心,好评
616,彩电,业务,真的是好产品,好评
617,彩电,业务,商品一般,中评
618,彩电,业务,产品一般,中评
619,彩电,业务,产品不行,差评
620,彩电,业务,产品过硬,好评
621,彩电,业务,产品不好,差评
622,彩电,业务,功能比较鸡肋,中评
623,彩电,业务,产品很差,差评
624,彩电,业务,产品一般般,中评
625,彩电,业务,中规中矩的产品,中评
626,彩电,业务,产品性能不错,好评
627,彩电,业务,这个产品不错,好评
628,彩电,业务,产品高清,好评
629,彩电,业务,正规产品,好评
630,彩电,业务,非常满意此产品,好评
631,彩电,业务,产品常满意,好评
632,彩电,业务,产品超好,好评
633,彩电,业务,正牌产品,好评
634,彩电,业务,值得推荐的一款产品,好评
635,彩电,业务,是我喜欢的产品,好评
636,彩电,业务,值得购买的好产品,好评
637,彩电,业务,一线产品,好评
638,彩电,业务,海尔的产品值得信赖,好评
639,彩电,业务,值得信赖产品,好评
640,彩电,业务,值得买的一款产品,好评
641,彩电,业务,这个产品很好,好评
642,彩电,业务,产品不_,好评
643,彩电,业务,品牌产品值得信赖,好评
644,彩电,业务,真正的好产品,好评
645,彩电,业务,不错的产品,好评
646,彩电,业务,真正的超级电视,好评
647,彩电,业务,产品也还不错,好评
648,彩电,业务,商品不错,好评
649,彩电,业务,功能强大,好评
650,彩电,业务,功能多,好评
651,彩电,业务,功能齐全,好评
652,彩电,业务,电视挺不错的,好评
653,彩电,业务,电视真的很好,好评
654,彩电,业务,功能很多,好评
655,彩电,业务,功能也很齐全,好评
656,彩电,业务,产品还行,中评
657,彩电,业务,大气上档次,好评
658,彩电,业务,很好的产品,好评
659,彩电,业务,非常好的电视,好评
660,彩电,业务,很不错的产品,好评
661,彩电,业务,电视大气,好评
662,彩电,业务,产品没问题,好评
663,彩电,业务,产品不错,好评
664,彩电,业务,好的产品,好评
665,彩电,业务,产品挺不错,好评
666,彩电,业务,功能实用,好评
667,彩电,业务,产品非常好,好评
668,彩电,业务,小米产品不错,好评
669,彩电,业务,非常好的产品,好评
670,彩电,业务,商品很不错,好评
671,彩电,业务,功能不错,好评
672,彩电,业务,功能挺多的,好评
673,彩电,业务,非常不错的产品,好评
674,彩电,业务,功能好多,好评
675,彩电,业务,功能全,好评
676,彩电,业务,电视机非常不错,好评
677,彩电,业务,功能很齐全,好评
678,彩电,业务,产品给力,好评
679,彩电,业务,非常不错的一款电视,好评
680,彩电,业务,非常棒的电视,好评
681,彩电,业务,不错的产品,好评
682,彩电,业务,电视机很好啊,好评
683,彩电,业务,电视是不错的,好评
684,彩电,业务,产品可以,好评
685,彩电,业务,产品也不错,好评
686,彩电,业务,对产品满意,好评
687,彩电,业务,电视功能齐全,好评
688,彩电,业务,值得购买的一款产品,好评
689,彩电,业务,商品很给力,好评
690,彩电,业务,产品很不错,好评
691,彩电,业务,产品很棒,好评
692,彩电,业务,各方面都还不错,好评
693,彩电,业务,功能较全,好评
694,彩电,业务,产品还可以,中评
695,彩电,业务,产品挺好,好评
696,彩电,业务,产品非常好用,好评
697,彩电,业务,产品不错的,好评
698,彩电,业务,值得信赖的产品,好评
699,彩电,业务,高端产品,好评
700,彩电,业务,产品挺好的,好评
701,彩电,业务,很不错的一款产品,好评
702,彩电,业务,商品也不错,好评
703,彩电,业务,产品不错哦,好评
704,彩电,业务,信得过产品,好评
705,彩电,业务,非常好的一款产品,好评
706,彩电,业务,产品还不错,好评
707,彩电,业务,很好的产品哦,好评
708,彩电,业务,名牌产品,好评
709,彩电,业务,产品非常不错,好评
710,彩电,业务,产品还是不错,好评
711,彩电,业务,产品非常满意,好评
712,彩电,业务,产品也还行,中评
713,彩电,业务,智能电视功能多,好评
714,彩电,业务,非常不错的一款产品,好评
715,彩电,业务,挺好的产品,好评
716,彩电,业务,产品很实用,好评
717,彩电,业务,不错的一款产品,好评
718,彩电,业务,产品棒,好评
719,彩电,业务,产品信得过,好评
720,彩电,业务,产品真心不错,好评
