id,category,dimension,sentence,emotion
65,彩电,平台,发票太慢,差评
66,彩电,平台,发票太慢,差评
67,彩电,平台,电子发票没搞懂,差评
68,彩电,平台,电子发票没搞懂,差评
69,彩电,平台,买来半个月也不给我寄发票,差评
70,彩电,平台,买来半个月也不给我寄发票,差评
71,彩电,平台,静等发票,差评
72,彩电,平台,发票有点慢,中评
73,彩电,平台,发票有点慢,中评
74,彩电,平台,尽快把发票寄来,差评
75,彩电,平台,尽快把发票寄来,差评
76,彩电,平台,发票还没给我,差评
77,彩电,平台,发票还没给我,差评
78,彩电,平台,至今未收到发票,差评
79,彩电,平台,至今未收到发票,差评
80,彩电,平台,发票没随货寄来,差评
81,彩电,平台,发票没随货寄来,差评
82,彩电,平台,京东不给发票,差评
83,彩电,平台,京东不给发票,差评
84,彩电,平台,没有纸质发票,差评
85,彩电,平台,没有纸质发票,差评
86,彩电,平台,老板的发票慢了点,差评
87,彩电,平台,老板的发票慢了点,差评
88,彩电,平台,老板的发票慢了点,差评
89,彩电,平台,连发票都没有,差评
90,彩电,平台,连发票都没有,差评
91,彩电,平台,重点是没发票,差评
92,彩电,平台,重点是没发票,差评
93,彩电,平台,发票没有随商品到达,差评
94,彩电,平台,发票没有随商品到达,差评
95,彩电,平台,电子发票还要复印麻烦,差评
96,彩电,平台,电子发票还要复印麻烦,差评
97,彩电,平台,为何没有发票,差评
98,彩电,平台,为何没有发票,差评
99,彩电,平台,发票忘记给我了,差评
100,彩电,平台,发票忘记给我了,差评
101,彩电,平台,送来电视怎么没发票,差评
102,彩电,平台,送来电视怎么没发票,差评
103,彩电,平台,订单中要的是纸质发票,差评
104,彩电,平台,订单中要的是纸质发票,差评
105,彩电,平台,发票还没到,差评
106,彩电,平台,发票还没到,差评
107,彩电,平台,不见发票,差评
108,彩电,平台,不见发票,差评
109,彩电,平台,发票很郁闷,差评
110,彩电,平台,发票很郁闷,差评
111,彩电,平台,没发票怎么保修,差评
112,彩电,平台,没发票怎么保修,差评
113,彩电,平台,补发发票还要顾客自己出运费,差评
114,彩电,平台,补发发票还要顾客自己出运费,差评
115,彩电,平台,发票太慢了,差评
116,彩电,平台,发票太慢了,差评
117,彩电,平台,没有提供发票,差评
118,彩电,平台,没有提供发票,差评
119,彩电,平台,不给我发票,差评
120,彩电,平台,不给我发票,差评
121,彩电,平台,我的发票哪里去了,差评
122,彩电,平台,我的发票哪里去了,差评
123,彩电,平台,京东不给发票,差评
124,彩电,平台,正规发票,好评
125,彩电,平台,全部带有发票,好评
126,彩电,平台,正品有发票,好评
127,彩电,平台,全部带有发票,好评
128,彩电,平台,发票收到,好评
129,彩电,平台,发票齐全,好评
130,彩电,平台,有正规发票,好评
131,彩电,平台,电子发票好,好评
132,彩电,平台,有正规发票,好评
133,彩电,平台,发票和快递单一起来的,好评
134,彩电,平台,发票有保障,好评
135,彩电,平台,全部带有发票,好评
136,彩电,平台,发票高清线已收到,好评
137,彩电,平台,发票是由一号店另派快递公司当天送达的,好评
138,彩电,平台,配送的东西跟发票都一一到货,好评
139,彩电,平台,电子发票也是正规的,好评
140,彩电,平台,发票给我也补上了,好评
141,彩电,平台,发票收到,好评
142,彩电,平台,发票过两天又用快递寄到,好评
143,彩电,平台,发票正规,好评
144,彩电,平台,发票有保障,好评
145,彩电,平台,正规发票也随机,好评
146,彩电,平台,发票也邮寄过来了,好评
147,彩电,平台,发票齐全,好评
148,彩电,平台,正规发票,好评
149,彩电,平台,全部带有发票,好评
150,彩电,平台,正品有发票,好评
151,彩电,平台,全部带有发票,好评
152,彩电,平台,发票收到,好评
153,彩电,平台,发票齐全,好评
154,彩电,平台,有正规发票,好评
155,彩电,平台,电子发票好,好评
156,彩电,平台,有正规发票,好评
157,彩电,平台,发票和快递单一起来的,好评
158,彩电,平台,发票有保障,好评
159,彩电,平台,全部带有发票,好评
160,彩电,平台,发票高清线已收到,好评
161,彩电,平台,发票是由一号店另派快递公司当天送达的,好评
162,彩电,平台,配送的东西跟发票都一一到货,好评
163,彩电,平台,电子发票也是正规的,好评
164,彩电,平台,发票给我也补上了,好评
165,彩电,平台,发票收到,好评
166,彩电,平台,发票过两天又用快递寄到,好评
167,彩电,平台,发票正规,好评
168,彩电,平台,发票有保障,好评
169,彩电,平台,正规发票也随机,好评
170,彩电,平台,发票也邮寄过来了,好评
171,彩电,平台,发票齐全,好评
172,彩电,平台,发票有保障,好评
173,彩电,平台,全部带有发票,好评
174,彩电,平台,发票高清线已收到,好评
175,彩电,平台,发票是由一号店另派快递公司当天送达的,好评
176,彩电,平台,配送的东西跟发票都一一到货,好评
177,彩电,平台,电子发票也是正规的,好评
178,彩电,平台,发票给我也补上了,好评
179,彩电,平台,发票收到,好评
180,彩电,平台,发票过两天又用快递寄到,好评
181,彩电,平台,发票正规,好评
182,彩电,平台,发票有保障,好评
183,彩电,平台,正规发票也随机,好评
184,彩电,平台,发票也邮寄过来了,好评
185,彩电,平台,发票齐全,好评
186,彩电,平台,正规发票,好评
187,彩电,平台,全部带有发票,好评
188,彩电,平台,正品有发票,好评
189,彩电,平台,全部带有发票,好评
190,彩电,平台,发票收到,好评
191,彩电,平台,发票齐全,好评
192,彩电,平台,有正规发票,好评
193,彩电,平台,电子发票好,好评
194,彩电,平台,有正规发票,好评
195,彩电,平台,发票和快递单一起来的,好评
196,彩电,平台,发票有保障,好评
197,彩电,平台,全部带有发票,好评
198,彩电,平台,发票高清线已收到,好评
199,彩电,平台,发票是由一号店另派快递公司当天送达的,好评
200,彩电,平台,配送的东西跟发票都一一到货,好评
201,彩电,平台,电子发票也是正规的,好评
202,彩电,平台,发票给我也补上了,好评
203,彩电,平台,发票收到,好评
204,彩电,平台,发票过两天又用快递寄到,好评
205,彩电,平台,发票正规,好评
206,彩电,平台,发票有保障,好评
207,彩电,平台,正规发票也随机,好评
208,彩电,平台,发票也邮寄过来了,好评
209,彩电,平台,发票齐全,好评
210,彩电,平台,怎么没有发票,差评
211,彩电,平台,没有发票,差评
212,彩电,平台,发票也不给,差评
213,彩电,平台,发票又没有送过来,差评
214,彩电,平台,里面没发票,差评
215,彩电,平台,而且没有发票,差评
216,彩电,平台,没有纸质发票,差评
217,彩电,平台,不给发票,差评
218,彩电,平台,没看到发票,差评
219,彩电,平台,发票开错了,差评
220,彩电,平台,没寄发票,差评
221,彩电,平台,开的是个人普通发票,差评
222,彩电,平台,发票开错了,差评
223,彩电,平台,发票太慢,差评
224,彩电,平台,没寄发票,差评
225,彩电,平台,请邮寄发票,差评
226,彩电,平台,买来半个月也不给我寄发票,差评
227,彩电,平台,静等发票,差评
228,彩电,平台,随机没有发票这一点有些麻烦,差评
229,彩电,平台,目前还没拿到发票,差评
230,彩电,平台,至今未收到发票,差评
231,彩电,平台,京东不给发票,差评
232,彩电,平台,包装很好非常稳固,好评
233,彩电,平台,包装好,好评
234,彩电,平台,包装精美,好评
235,彩电,平台,完好无损,好评
236,彩电,平台,包装还好,中评
237,彩电,平台,包装得很好,好评
238,彩电,平台,包装完好,好评
239,彩电,平台,包装的很好,好评
240,彩电,平台,外包装很好,好评
241,彩电,平台,外包装完整,好评
242,彩电,平台,包装结实,好评
243,彩电,平台,包装严实,好评
244,彩电,平台,外包装完好,好评
245,彩电,平台,包装没有一点破损,好评
246,彩电,平台,包装也很好,好评
247,彩电,平台,包装很结实,好评
248,彩电,平台,包装很好,好评
249,彩电,平台,包装也很完整,好评
250,彩电,平台,外包装完好无损,好评
251,彩电,平台,包装完整,好评
252,彩电,平台,包装得很仔细,好评
253,彩电,平台,送过来的时候外包装盒不知为啥破了,差评
254,彩电,平台,包装也好,好评
255,彩电,平台,包装非常仔细,好评
256,彩电,平台,包装很棒,好评
257,彩电,平台,包装不错,好评
258,彩电,平台,包装严密,好评
259,彩电,平台,电视包装完好,好评
260,彩电,平台,包装挺好,好评
261,彩电,平台,包装很严实,好评
262,彩电,平台,包装也完好无损,好评
263,彩电,平台,包装很不错,好评
264,彩电,平台,包装非常好,好评
265,彩电,平台,包装很安全,好评
266,彩电,平台,包装也完好,好评
267,彩电,平台,包装非常结实,好评
268,彩电,平台,看外包装没啥问题,好评
269,彩电,平台,没有损坏,好评
270,彩电,平台,包装很放心,好评
271,彩电,平台,电视包装很好,好评
272,彩电,平台,包装很仔细,好评
273,彩电,平台,包装也很严实,好评
274,彩电,平台,电视机包装很好,好评
275,彩电,平台,包装严谨,好评
276,彩电,平台,包装很严密,好评
277,彩电,平台,外包装太脆了不好,差评
278,彩电,平台,商品包装完好,好评
279,彩电,平台,包装完好无损,好评
280,彩电,平台,包装仔细,好评
281,彩电,平台,包装很细致,好评
282,彩电,平台,包装很完整,好评
283,彩电,平台,包装完整无破损,好评
284,彩电,平台,包装到位,好评
285,彩电,平台,包装很精致,好评
286,彩电,平台,包装没有问题,好评
287,彩电,平台,无破损,好评
288,彩电,平台,包装简约风格的,好评
289,彩电,平台,包装也很到位,好评
290,彩电,平台,原厂包装,好评
291,彩电,平台,包装没有破损,好评
292,彩电,平台,包装满意,好评
293,彩电,平台,包装破损,差评
294,彩电,平台,外包装没有破损,好评
295,彩电,平台,包装还可以,中评
296,彩电,平台,包装的也挺好,好评
297,彩电,平台,包装还是不错的,好评
298,彩电,平台,包装规范,好评
299,彩电,平台,包装牢固,好评
300,彩电,平台,包装较好,好评
301,彩电,平台,包装的也很严实,好评
302,彩电,平台,包装无损害,好评
303,彩电,平台,包装挺好的,好评
304,彩电,平台,包装的很严实,好评
305,彩电,平台,包装都完好,好评
306,彩电,平台,包装也比较结实,中评
307,彩电,平台,包装也结实,好评
308,彩电,平台,包装得很严实,好评
309,彩电,平台,包装很正规,好评
310,彩电,平台,包装的也很好,好评
311,彩电,平台,包装完美,好评
312,彩电,平台,包装的很严密,好评
313,彩电,平台,包装严,好评
314,彩电,平台,包装很扎实,好评
315,彩电,平台,包装没有损坏,好评
316,彩电,平台,包装还是很好的,好评
317,彩电,平台,电视包装很严实,好评
318,彩电,平台,包装得也很好,好评
319,彩电,平台,包装的很仔细,好评
320,彩电,平台,卖家包装的很好,好评
321,彩电,平台,东西包装也很好,好评
322,彩电,平台,包装精细,好评
323,彩电,平台,包装扎实,好评
324,彩电,平台,包装有破损,差评
325,彩电,平台,包装很精细,好评
326,彩电,平台,到货包装完好,好评
327,彩电,平台,包装的很好没破损,好评
328,彩电,平台,包装很到位,好评
329,彩电,平台,包装很用心,好评
330,彩电,平台,包装很细心,好评
331,彩电,平台,外包装完好并开箱验货无损,好评
332,彩电,平台,包装都很好,好评
333,彩电,平台,电视收到包装完好无损,好评
334,彩电,平台,包装得不错,好评
335,彩电,平台,包装可以,好评
336,彩电,平台,包装也牢固,好评
337,彩电,平台,包装挺严实的,好评
338,彩电,平台,电视包装很不错,好评
339,彩电,平台,包装给力,好评
340,彩电,平台,电视包装严实,好评
341,彩电,平台,包装有保证,好评
342,彩电,平台,包装也不错,好评
343,彩电,平台,电视包装挺好,好评
344,彩电,平台,包装很好很结实牢固,好评
345,彩电,平台,包装的也完好,好评
346,彩电,平台,全新包装,好评
347,彩电,平台,包装无破损,好评
348,彩电,平台,外包装没问题,好评
349,彩电,平台,卖家包装的很结实,好评
350,彩电,平台,木架包装,好评
351,彩电,平台,包装的不错,好评
352,彩电,平台,包装人性化,好评
353,彩电,平台,包装完好正品,好评
354,彩电,平台,包装没问题,好评
355,彩电,平台,包装送货都很好,好评
356,彩电,平台,包装的也是很好,好评
357,彩电,平台,包装的很周到,好评
358,彩电,平台,包装精致,好评
359,彩电,平台,但是包装很好,好评
360,彩电,平台,包装一般,中评
361,彩电,平台,包装好看,好评
362,彩电,平台,包装还不错,中评
363,彩电,平台,包装很牢固,好评
364,彩电,平台,包装都很精致,好评
365,彩电,平台,包装很好没有破损,好评
366,彩电,平台,包装的也好,好评
367,彩电,平台,包装外观完好,好评
368,彩电,平台,收到的货物包装完整,好评
369,彩电,平台,包装良好,好评
370,彩电,平台,包装也非常好,好评
371,彩电,平台,包装安全,好评
372,彩电,平台,商品包装完整,好评
373,彩电,平台,货物包装很正规,好评
374,彩电,平台,物流包装很好,好评
375,彩电,平台,包装大气,好评
376,彩电,平台,外包装没有问题,好评
377,彩电,平台,包装很差,差评
378,彩电,平台,包装很好完好无损,好评
379,彩电,平台,包装的很细制,好评
380,彩电,平台,电视包装完好无损,好评
381,彩电,平台,包装的挺好的,好评
382,彩电,平台,外包装完整无破损,好评
383,彩电,平台,包装不太好,中评
384,彩电,平台,包装简陋，不好,差评
385,彩电,平台,包装比较好,中评
386,彩电,平台,包装很好很实惠,好评
387,彩电,平台,产品包装完整,好评
388,彩电,平台,包装都不错,好评
389,彩电,平台,包装也可以,好评
390,彩电,平台,包装箱跟特么旧的一样差差差,差评
391,彩电,平台,包装的很好没有破损,好评
392,彩电,平台,包装特别好,好评
393,彩电,平台,包装高大上,好评
394,彩电,平台,宝贝包装的很结实,好评
395,彩电,平台,包装正规,好评
396,彩电,平台,包装也很仔细,好评
397,彩电,平台,包装比较严实,中评
398,彩电,平台,电视外包装完好无损,好评
399,彩电,平台,商品包装很好,好评
400,彩电,平台,包装稍微有点破损,中评
401,彩电,平台,电视外包装完好,好评
402,彩电,平台,包装太棒了,好评
403,彩电,平台,外包装箱完好,好评
404,彩电,平台,收到货包装完好,好评
405,彩电,平台,包装也很小心,好评
406,彩电,平台,宝贝发货时包装很到位,好评
407,彩电,平台,包装整洁,好评
408,彩电,平台,包装木架牢固,好评
409,彩电,平台,电视的包装很好,好评
410,彩电,平台,电视包装的很好,好评
411,彩电,平台,包装很精美,好评
412,彩电,平台,包装完整,好评
413,彩电,平台,电视包装完整,好评
414,彩电,平台,包装也挺好的,好评
415,彩电,平台,包装完善,好评
416,彩电,平台,包装完好没有破损,好评
417,彩电,平台,包装箱很脏不满意,差评
418,彩电,平台,收到货时电视机包装很完整,好评
419,彩电,平台,包装太简单了,差评
420,彩电,平台,包装用心,好评
421,彩电,平台,包装很完好,好评
422,彩电,平台,打开包装完好,好评
423,彩电,平台,打开包装完好无损,好评
424,彩电,平台,包装完好无损坏,好评
425,彩电,平台,包装什么的都挺好,好评
426,彩电,平台,只是包装有点破损其它还好吧,中评
427,彩电,平台,包装结实完整,好评
428,彩电,平台,包装得很好很严实,好评
429,彩电,平台,包装的很认真,好评
430,彩电,平台,包装很严谨,好评
431,彩电,平台,没有一点损伤,好评
432,彩电,平台,包装真心不错,好评
433,彩电,平台,包装很给力,好评
434,彩电,平台,包装厚实,好评
435,彩电,平台,包装差了点,中评
436,彩电,平台,包装完整且送货上楼,好评
437,彩电,平台,电视包装也很好,好评
438,彩电,平台,三层包装,好评
439,彩电,平台,电视包装挺仔细的,好评
440,彩电,平台,包装完整无损,好评
441,彩电,平台,电视机外包装很结实,好评
442,彩电,平台,包装相当讲究说明,好评
443,彩电,平台,包装很完美,好评
444,彩电,平台,外包装干净,好评
445,彩电,平台,包装很好很结实,好评
446,彩电,平台,包装都挺好,好评
447,彩电,平台,包装有点小损坏,中评
448,彩电,平台,收货看外包装没问题,好评
449,彩电,平台,店家包装的挺结实,好评
450,彩电,平台,打开电视机包装箱时真的惊艳了,好评
451,彩电,平台,没有任何损坏磕碰,好评
452,彩电,平台,包装得很好的,好评
453,彩电,平台,包装绝对到位,好评
454,彩电,平台,包装完好送货入户,好评
455,彩电,平台,包装没破损,好评
456,彩电,平台,包装完好无破损,好评
457,彩电,平台,包装算挺好的了,好评
458,彩电,平台,包装没有什么问题,好评
459,彩电,平台,收到时包装完整,好评
460,彩电,平台,包装一点都没有破损,好评
461,彩电,平台,包装也挺严实的,好评
462,彩电,平台,物超所值就是包装有点差,中评
463,彩电,平台,包装挺到位的,好评
464,彩电,平台,电视机包装结实,好评
465,彩电,平台,电视包装很好好,好评
466,彩电,平台,包装没损,好评
467,彩电,平台,包装很差劲,差评
468,彩电,平台,送货上门包装完整,好评
469,彩电,平台,包装很满意,好评
470,彩电,平台,包装也够结实,好评
471,彩电,平台,服务包装发货安装都很快,好评
472,彩电,平台,整体包装太棒了,好评
473,彩电,平台,包装好顺丰快递快,好评
474,彩电,平台,包装相当好,好评
475,彩电,平台,而且运过来的时候包装得很好,好评
476,彩电,平台,包装得挺好的,好评
477,彩电,平台,包装非常棒,好评
478,彩电,平台,货物收到包装完好,好评
479,彩电,平台,外包装还可以,中评
480,彩电,平台,包装完好还没有安装,好评
481,彩电,平台,不过包装完好,好评
482,彩电,平台,包装专业,好评
483,彩电,平台,包装箱有点破损,中评
484,彩电,平台,包装都还挺满意,好评
485,彩电,平台,包装不错啊,好评
486,彩电,平台,快递包装完好,好评
487,彩电,平台,包装得很安全,好评
488,彩电,平台,包装也很完好,好评
489,彩电,平台,宝贝包装精美,好评
490,彩电,平台,包装完好，配送人员帮助打开包装检验了屏幕,好评
491,彩电,平台,装修备货包装完好,好评
492,彩电,平台,包装细心,好评
493,彩电,平台,包装很好到了没有划痕也没有破损,好评
494,彩电,平台,包装超完好,好评
495,彩电,平台,包装收货时有些破损,好评
496,彩电,平台,包装都好,好评
497,彩电,平台,不过包装完好无损,好评
498,彩电,平台,包装完好后,好评
499,彩电,平台,老人机包装很好,好评
500,彩电,平台,货品包装完好,好评
501,彩电,平台,包装非常严实,好评
502,彩电,平台,包装和外观没发现问题,好评
503,彩电,平台,包装什么的完美,好评
504,彩电,平台,包装也很结实,好评
505,彩电,平台,包装非常完好,好评
506,彩电,平台,厂家应该加固包装,中评
507,彩电,平台,包装很好无破损,好评
508,彩电,平台,包装有缺陷,差评
509,彩电,平台,宝贝包装很好,好评
510,彩电,平台,包装标准,好评
511,彩电,平台,来的时候包装完好,好评
512,彩电,平台,包装都挺好的,好评
513,彩电,平台,包装OK,好评
514,彩电,平台,包装的仔细,好评
515,彩电,平台,包装完全,好评
516,彩电,平台,包装得挺好,好评
517,彩电,平台,包装没有一点损坏,好评
518,彩电,平台,包装完好无损非常满意,好评
519,彩电,平台,包装很完整没有破损,好评
520,彩电,平台,而且包装很好,好评
521,彩电,平台,包装的很完好,好评
522,彩电,平台,包装太简单,差评
523,彩电,平台,产品包装完好无损,好评
524,彩电,平台,包装盒有些湿烂了，不好,差评
525,彩电,平台,包装合理,好评
526,彩电,平台,收到电视包装完好,好评
527,彩电,平台,外包装没损,好评
528,彩电,平台,包装的很到位,好评
529,彩电,平台,打开包装很结实,好评
530,彩电,平台,包装也非常结实,好评
531,彩电,平台,包装非常完整,好评
532,彩电,平台,包装的也很仔细,好评
533,彩电,平台,送货师傅帮忙拆包装,好评
534,彩电,平台,包装很好严实,好评
535,彩电,平台,包装破损,差评
536,彩电,平台,包装有点破损,中评
537,彩电,平台,包装有点破损,中评
538,彩电,平台,明显有划痕无包装,差评
539,彩电,平台,包装破损,差评
540,彩电,平台,包装破损,差评
541,彩电,平台,包装破损,差评
542,彩电,平台,包装破损,差评
543,彩电,平台,包装不好,差评
544,彩电,平台,包装太简单,差评
545,彩电,平台,包装简陋,差评
546,彩电,平台,包装简陋,差评
547,彩电,平台,包装简陋,差评
548,彩电,平台,包装有破损,差评
549,彩电,平台,包装简陋,差评
550,彩电,平台,包装简陋,差评
551,彩电,平台,包装有破损,差评
552,彩电,平台,包装简陋,差评
553,彩电,平台,包装简陋,差评
554,彩电,平台,包装简陋,差评
555,彩电,平台,包装有待提高,中评
556,彩电,平台,包装比较简单,中评
557,彩电,平台,包装太简单,差评
558,彩电,平台,包装破损,差评
559,彩电,平台,包装简陋,差评
560,彩电,平台,包装简陋,差评
561,彩电,平台,包装简陋,差评
562,彩电,平台,包装有破损,差评
563,彩电,平台,包装破损,差评
564,彩电,平台,包装不怎么样,差评
565,彩电,平台,包装不太好,中评
566,彩电,平台,包装破损,差评
567,彩电,平台,包装破损,差评
568,彩电,平台,包装简陋,差评
569,彩电,平台,包装破损,差评
570,彩电,平台,包装太单薄,差评
571,彩电,平台,包装破损,差评
572,彩电,平台,包装差劲,差评
573,彩电,平台,包装有点破损,中评
574,彩电,平台,包装有点破损,中评
575,彩电,平台,包装还行,中评
576,彩电,平台,包装还行,中评
577,彩电,平台,包装还行,中评
578,彩电,平台,包装还行,中评
579,彩电,平台,包装一般,中评
580,彩电,平台,包装一般,中评
581,彩电,平台,包装还好,中评
582,彩电,平台,包装一般,中评
583,彩电,平台,包装的很好,好评
584,彩电,平台,包装很好,好评
585,彩电,平台,包装很细心,好评
586,彩电,平台,包装很好,好评
587,彩电,平台,包装结实,好评
588,彩电,平台,包装结实,好评
589,彩电,平台,包装的很仔细,好评
590,彩电,平台,包装很牢固,好评
591,彩电,平台,包装的很好,好评
592,彩电,平台,包装非常仔细,好评
593,彩电,平台,包装很好,好评
594,彩电,平台,包装不错的哦,好评
595,彩电,平台,包装的很严实,好评
596,彩电,平台,包装很好,好评
597,彩电,平台,包装很好,好评
598,彩电,平台,包装完好,好评
599,彩电,平台,外包装完好,好评
600,彩电,平台,包装的很严实,好评
601,彩电,平台,包装得很好,好评
602,彩电,平台,包装很好,好评
603,彩电,平台,电视包装很好,好评
604,彩电,平台,包装很好,好评
605,彩电,平台,包装完好无损,好评
606,彩电,平台,包装很好,好评
607,彩电,平台,包装好,好评
608,彩电,平台,包装很好,好评
609,彩电,平台,外包装很好,好评
610,彩电,平台,包装一般,中评
611,彩电,平台,包装一般,中评
612,彩电,平台,包装一般,中评
613,彩电,平台,包装一般,中评
614,彩电,平台,包装一般,中评
615,彩电,平台,包装一般,中评
616,彩电,平台,包装一般,中评
617,彩电,平台,包装一般,中评
618,彩电,平台,包装一般,中评
619,彩电,平台,包装一般,中评
620,彩电,平台,包装破损,差评
621,彩电,平台,包装破损,差评
622,彩电,平台,外包装太脆,差评
623,彩电,平台,包装破损,差评
624,彩电,平台,包装一般,中评
625,彩电,平台,包装有破损,差评
626,彩电,平台,包装不完整不好,差评
627,彩电,平台,包装太脏,差评
628,彩电,平台,包装很差,差评
629,彩电,平台,包装不太好,中评
630,彩电,平台,包装简陋,差评
631,彩电,平台,包装简陋,差评
632,彩电,平台,包装简陋,差评
633,彩电,平台,包装箱跟旧的一样,差评
634,彩电,平台,包装稍微有点破损,中评
635,彩电,平台,包装简陋,差评
636,彩电,平台,包装有破损,差评
637,彩电,平台,包装不太好,中评
638,彩电,平台,包装破损,差评
639,彩电,平台,包装破损,差评
640,彩电,平台,包装箱很脏,差评
641,彩电,平台,包装的很好,好评
642,彩电,平台,完好无损,好评
643,彩电,平台,外包装很好,好评
644,彩电,平台,包装好,好评
645,彩电,平台,外包装完整,好评
646,彩电,平台,包装结实,好评
647,彩电,平台,包装严实,好评
648,彩电,平台,包装完好,好评
649,彩电,平台,外包装完好,好评
650,彩电,平台,包装结实,好评
651,彩电,平台,包装好,好评
652,彩电,平台,包装好,好评
653,彩电,平台,包装没有一点破损,好评
654,彩电,平台,包装也很好,好评
655,彩电,平台,外包装完好,好评
656,彩电,平台,包装很结实,好评
657,彩电,平台,包装很结实,好评
658,彩电,平台,包装结实,好评
659,彩电,平台,包装很好,好评
660,彩电,平台,包装完好,好评
661,彩电,平台,包装也很完整,好评
662,彩电,平台,包装完好,好评
663,彩电,平台,外包装完好无损,好评
664,彩电,平台,完好无损,好评
665,彩电,平台,包装很好,好评
666,彩电,平台,包装很好,好评
667,彩电,平台,包装完整,好评
668,彩电,平台,包装好,好评
669,彩电,平台,包装完好,好评
670,彩电,平台,包装很好,好评
671,彩电,平台,包装完好,好评
672,彩电,平台,完好无损,好评
673,彩电,平台,包装也很好,好评
674,彩电,平台,包装完整,好评
675,彩电,平台,包装得很仔细,好评
676,彩电,平台,包装得很仔细,好评
677,彩电,平台,完好无损,好评
678,彩电,平台,包装结实,好评
679,彩电,平台,包装结实,好评
680,彩电,平台,包装好,好评
681,彩电,平台,包装很好,好评
682,彩电,平台,包装很好,好评
683,彩电,平台,包装完好,好评
684,彩电,平台,包装很好,好评
685,彩电,平台,包装很好,好评
686,彩电,平台,完好无损,好评
687,彩电,平台,包装也好,好评
688,彩电,平台,包装非常仔细,好评
689,彩电,平台,包装很棒,好评
690,彩电,平台,包装不错,好评
691,彩电,平台,包装完整,好评
692,彩电,平台,包装精美,好评
693,彩电,平台,包装严密,好评
694,彩电,平台,包装很好,好评
695,彩电,平台,包装好,好评
696,彩电,平台,包装好,好评
697,彩电,平台,包装好,好评
698,彩电,平台,包装好,好评
699,彩电,平台,包装很好,好评
700,彩电,平台,包装很好,好评
701,彩电,平台,包装很好,好评
702,彩电,平台,包装完好,好评
703,彩电,平台,包装完好,好评
704,彩电,平台,电视包装完好,好评
705,彩电,平台,包装挺好,好评
706,彩电,平台,包装很好,好评
707,彩电,平台,包装完好,好评
708,彩电,平台,包装也好,好评
709,彩电,平台,包装完好,好评
710,彩电,平台,包装完好,好评
711,彩电,平台,包装很严实,好评
712,彩电,平台,包装很好,好评
713,彩电,平台,包装很好,好评
714,彩电,平台,包装挺好,好评
715,彩电,平台,完好无损,好评
716,彩电,平台,包装很好,好评
717,彩电,平台,包装好,好评
718,彩电,平台,包装完好,好评
719,彩电,平台,包装完整,好评
720,彩电,平台,包装的很好,好评
721,彩电,平台,包装完整,好评
722,彩电,平台,包装很好,好评
723,彩电,平台,外包装完好无损,好评
724,彩电,平台,包装也完好无损,好评
725,彩电,平台,包装完整,好评
726,彩电,平台,包装很不错,好评
727,彩电,平台,包装很不错,好评
728,彩电,平台,包装严实,好评
729,彩电,平台,包装完整,好评
730,彩电,平台,包装的很好,好评
