sentence_id,sentence,emotion
284,相当不错的,好评
285,货已收到,中评
286,宝贝收到,中评
287,摸摸摸摸摸摸摸摸摸摸哦哦哦哦哦哦哦,中评
288,很满意&hellip;&hellip;,好评
289,遇到问题,中评
290,还没用,中评
291,好好好好好好好,好评
292,不错啊,好评
293,父母很喜欢,好评
294,好东西,好评
295,好很好非常好,好评
297,一两个人够用啦,好评
298,比较满意,中评
299,帮朋友买的,中评
300,该款热水器还是不错的,好评
301,很满意,好评
302,海尔以后这块还需要更惠民一点才有吸引力,中评
303,等着师傅来,中评
304,京东家电八周年,中评
305,为新家增加新色彩,中评
306,赞(,好评
307,&piv;,中评
308,)っ,中评
309,仰菌版美的不错,好评
310,实体店要价都是3000多,中评
311,京东靠谱没毛病,好评
312,1000多块钱,中评
313,花的比较值,中评
314,信赖美的,中评
315,_人讲挺好的,中评
316,安上了,中评
317,质量保证,好评
318,物有所值,好评
319,在一起时光流逝,中评
320,物品很好用,好评
321,在你心里想说,中评
322,服务满意,好评
323,CN成交价刺激刺激长长久久,好评
324,装好了夏天还没用过,中评
325,东西很不错哦,好评
326,试用10多天后评价的,中评
328,超级好,好评
329,这次冰箱,中评
331,空调全是海尔,中评
332,挺喜欢的,好评
334,非常赞,好评
335,不错下次继续,好评
336,真不错,好评
337,强大6666,好评
338,非常非常满意,好评
339,正品保障,好评
340,比西门子还好,好评
341,比史密斯更好,好评
342,这款机子全家都很喜欢,好评
343,重要的是有半胆,中评
344,一家两口日常使用没问题,好评
345,父母来了也就是用全胆,中评
346,我对商家承诺免费安装这种话从来就是听听而已,中评
347,他又不是做慈善,中评
348,还没使用用后在评价,中评
349,已经开始使用,中评
350,不错的宝贝,好评
351,还好,中评
352,好好好好好好好好好好好好好好好,好评
353,好好好好好好好好好好好好好好,好评
354,不错的电热水器,好评
355,很漂亮,好评
356,特别喜欢,好评
357,非常的满意,好评
358,已经用过一阵了,中评
359,自动注水,好评
360,给个赞,好评
361,待用后再评,中评
362,给老人买的,中评
363,没看到机器,中评
364,打电话听家里人说很满意,好评
365,非常实用,好评
366,漂亮,好评
367,使用没问题,好评
368,宝贝很好很满意,好评
369,综合好评,好评
370,不错不错不错不错不错,好评
371,实在不够在从师傅那拿,中评
372,很不多,差评
373,不错不错不错不错不错不错不错,好评
374,洗手间小很适合,好评
375,非常好用的宝贝,好评
376,整体感觉不错,中评
377,装起来了,中评
378,希望也好用,中评
379,应该不错,中评
380,心疼死我了,差评
381,很好一款热水器,好评
382,还未使用,中评
383,给客户来的,中评
384,基本还行,中评
385,用后在追评,中评
386,使用中,中评
387,公司用的,中评
388,一次买了三台,中评
389,已经装好,中评
390,整体可以,好评
391,特别要表扬,好评
392,精神可佳,好评
393,特别满意,好评
394,因是老房子用,中评
395,60升的,中评
396,所以选的1500w的,中评
397,很适合墙里没有埋管线的,中评
398,节约用水,中评
399,很实用的一款,好评
400,好尴尬,中评
401,恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚恍恍惚惚和红红火火,中评
402,硬件不介绍了,中评
403,毕竞刚买,中评
404,使用了不到五小时,中评
405,从墙上钻孔时用袋接土,中评
406,熟练,中评
407,再到装好后的效呆见图,中评
408,安装好时天色己晚,中评
409,耐心,好评
410,细致,好评
411,高效,好评
412,因为人,中评
413,给海尔打高分,好评
414,不错很赞支持海尔,好评
415,自己买的配件两个直活接,中评
416,两个弯活接,中评
417,我买的伟星的,中评
418,用了一半自己的,中评
420,挺不错的,好评
421,蛮好的,好评
422,感觉挺好的,中评
423,无法天天天活很好解决,中评
424,比我刚买的海尔强多了,中评
425,很棒,好评
426,很喜欢京东,好评
427,0,中评
428,好好好好好好好好好好好好好好好好好好,好评
429,2个月前买了一个,中评
430,觉得好,中评
431,新房子又买了一个,中评
432,只是要更正一点东西,中评
433,也让自己出去买,中评
434,看个人意愿,中评
435,和里面说的不一样啊,差评
436,我给五星,好评
437,还没开始用呢,中评
438,再给大家分享,中评
439,399抢到的不错,好评
440,第二次买了,好评
441,刚到还没用,中评
442,习惯性好评,好评
443,一切都好,好评
444,不知道为什么迟到了一天,差评
445,不管怎么样,中评
446,大件,中评
447,具体事项没怎么研究,中评
448,两个人是足够用的,好评
449,买了一个月了,中评
450,看见挺好的,好评
451,给个攒,好评
452,"本来想给个差评的",中评
453,8号下单买的,中评
454,下午又打个电话确认下,中评
455,不说太多,中评
456,老爸说还可以,中评
457,谢谢,好评
458,399抢到的,中评
459,了,中评
460,京东威武,好评
461,快快给力,好评
462,给32个赞,好评
463,装好了还没有使用,中评
464,比我想象中的好看,中评
465,真好,好评
466,过几天就涨价了,中评
467,不过很好看,好评
468,总体还可以,中评
469,继续支持,好评
470,一直都用美的,中评
471,5分好评,好评
472,好好好好好好好好好,好评
473,用的还不错,好评
474,很给力,好评
475,热水器用了一段时间了,中评
476,特地过来评价,中评
477,挺不错,好评
478,租房利器,中评
479,宝贝很不错,好评
480,因为安装空间不够,中评
481,只能选40升的,中评
482,接上就用,中评
483,不用象其他型号似的设置半天,好评
484,如果用峰谷电,中评
485,则网上30~40块买个定时器就行了,中评
486,热水器蛮好的,好评
487,整体看来还可以,中评
488,回复有点统一没办法,中评
489,每天都在买东西,中评
490,有点多不能一一评价,中评
491,我也会给差评的,中评
492,商品好,好评
493,货不错,好评
494,在使用中,中评
495,家里公寓用,中评
496,不错感觉挺好的,好评
497,你讲究臼明白了我都要包员村主义气质疑云龙华硕士学位宽恕臼明晚会困的,中评
498,150呢,中评
499,自己装的,中评
500,不过还没通电使用,中评
501,希望好用,中评
502,还好吧,中评
503,只要冲着京东十二期免息来买的,中评
504,可以可以可以可以可以可以可以可以可以,好评
505,工地上用,中评
506,比较实用,中评
507,好好,好评
508,总体感觉可以,中评
509,能装卫生间,中评
510,买来送礼的,中评
511,没看到实物,中评
512,我的心里只有你,好评
513,用后再评,中评
514,囤货中&hellip;&hellip;,中评
515,上一个用了10多年；一直不错,好评
516,商品收到,中评
517,别的没问题,好评
518,用了好一段时间了,中评
519,感觉很不错,中评
520,三口之家用很足够了,好评
521,总部的还可以,中评
522,020的真心一般,中评
523,不然我会给满分的,中评
524,唉&hellip;,中评
525,不错很实用,好评
526,很好很好,中评
527,但是从下午一直等到6点多,中评
528,人都不敢不在,差评
529,热水器好,好评
530,很好用的一款热水器,好评
531,感觉还不错,好评
532,不错的一次购物,好评
533,热水器本身不错,好评
534,中间出了点小误会,中评
535,希望后边的买家看清楚,中评
536,装修囤货中,中评
537,装了再评价,中评
538,非常好用,好评
539,嘿嘿,中评
540,还觉得不错,中评
541,还是不错,好评
542,宝贝挺不错的,好评
543,还不错的一款热水器,好评
544,两个洗手间买了两台,中评
545,一次不错的购物体验,好评
546,绝对的差评,差评
547,买过两台,中评
548,暂未安装,中评
549,东西很不错,好评
550,东西非常好,好评
551,比较信任海尔,中评
552,整体来说还很不错的,好评
553,这热水器不错,好评
554,真心赞一个,好评
555,已经装上了试了一下还不错,好评
556,相当不错,好评
557,用过后追评,中评
558,不错(⊙o⊙)哦,好评
559,出租房卫生间很小,中评
560,用了一些天了还是不错的,好评
561,用的非常不错,好评
562,现在还没装修完暂时没有使用心得,中评
563,其它都不错,好评
564,安转一般,中评
565,感觉是不错,中评
566,安装**,中评
567,看京东上面评价还不错,好评
568,赞一个,好评
569,挺好的不错平时使用是觉得够了的,好评
570,师傅技术很不错,好评
571,机器是不错,好评
572,这次新装修的房子还是买的海尔,中评
573,希望一如既往的好用~,中评
574,买了还没有装买了还没有装,中评
575,赞赞,好评
576,这是我京东上第一个差评,差评
577,热水器比较好用,中评
578,因为是安装在公司的,中评
579,不过机子看着还是相当不错的,好评
580,京东真的不错,好评
581,美的电热水器就是不错,好评
582,不错价格合理,好评
583,赞赞赞,好评
584,安装了,中评
585,安装两周了,中评
586,如果卫生间不是特别大的,中评
587,刚安装上,中评
588,宝贝非常好,好评
589,差评,差评
590,感觉还不错i,好评
591,热水器是不错的,好评
592,机器不错,好评
593,安装,中评
594,希望后来的朋友一定小心,中评
595,商品不错,好评
596,等待师傅安装中,中评
597,试用后再追加评价,中评
598,东西不错之前已经有用过美的,好评
599,就是自己装的,中评
600,不错嘛,好评
601,两个卫生间正好可以用,中评
602,看着还不错的,好评
603,装修备货中,中评
604,还是不错的,好评
605,东西倒是挺不错,好评
606,没安呢&hellip;,中评
607,本来想给差评来的,差评
608,电热水器很好用,好评
609,真的很好用,好评
610,热水器很好用,好评
611,一人用不错,好评
612,用起来还不错,好评
613,就算不错吧,好评
614,宝贝不错,好评
615,应该还好吧,中评
616,送到家都没问题,好评
617,变容很好用,好评
618,不错&hellip;&hellip;&hellip;&hellip;,好评
619,只好买这台啦,中评
620,目前为止挺不错的,好评
621,很好的不错,好评
622,上次买的tcl的空调中午头来安装的,中评
623,总体感觉一般吧,中评
624,希望能够加强一下,中评
625,应该很好用,好评
626,就是裸机一台,中评
627,待安装使用后,中评
628,东西很好用,好评
629,不错不错不错,好评
630,不错的机器,好评
631,就是不错,好评
632,使用也不错,好评
633,机器还不错,好评
634,之前就买过一台,中评
635,气的老爸自己装上了,中评
636,应该没问题,好评
637,还是很不错的,好评
638,还不错的,好评
639,很不错啊,好评
640,真的还不错啊,好评
641,目前感觉还不错,好评
642,热水器非常不错,好评
643,很不错我很喜欢,好评
644,热水器非常好用,好评
645,找谁安装啊,中评
646,虽然发给我的短信说是某宁给安装的,中评
647,用了几次,中评
648,不错我非常非常喜欢,好评
649,而且非常好用,好评
650,希望满意,中评
651,对京东一向比较满意,中评
652,因为卫生间比较小,中评
653,很不错的热水器,好评
654,还挺不错的,好评
655,也是不错,好评
656,商品很不错,好评
657,希望不会有问题,中评
658,美的的就是不错,好评
659,找时间再安装,中评
660,就等装修完安装了,中评
661,希望给会员多些福利,中评
662,用了一段时间感觉不错,中评
663,非常的不错,好评
664,真心的不错啊,好评
665,用过了来评价很不错哦,好评
666,还没用还不知道应该不错,好评
667,东西不错哦,好评
668,美的的热水器不错,好评
669,在京东第一次购物感受很不错,好评
670,京东家电不错,好评
671,东西真心不错,好评
672,用了一段时间还不错,好评
673,反映还不错,好评
674,不错的商品,好评
675,用的还不错的,好评
676,下单前看这种差评提心吊胆的,差评
677,看来我这次RP不错,好评
678,送货上门很不错,好评
679,正好适合小卫生间,中评
680,家里总共买了三台美的热水器了,中评
681,用了一周多了很不错,好评
682,东西已用不错,好评
683,但是还是很好用的,好评
684,总的来说不错,好评
685,热水器真的很不错,好评
686,足够大,好评
687,不错的一款,好评
688,不错买两台了,好评
689,总体比较满意,中评
690,蛮好,好评
691,三个人洗澡用完全没问题,好评
692,装修新房的朋友们赶紧囤货吧,中评
693,希望这点以后会改进,中评
694,应该是装修的时候水暖工给我安的残次品,中评
695,安装中,中评
696,20号安装,中评
697,整体都很不错,好评
698,就是还在装修期间没办法试,中评
699,师傅人不错,好评
700,手工也不错,好评
701,一家三口两个卫生间够用,中评
702,应该还不错吧,好评
703,用后追加评价,中评
704,这是一款非常好的热水器,好评
705,而且还蛮好看的,好评
706,热水器用起来不错,好评
707,恒温不错,好评
708,相当不错的消费体验,好评
709,货收到老婆评价很好用,好评
710,觉得很不错,好评
711,值得点赞,好评
712,等安装后再追加好评了,中评
713,非常好看,好评
714,东西一般,中评
715,待房子装修好再使用,中评
716,美的热水器不错,好评
717,应该不错吧,好评
718,总体不错,好评
719,东东不错,好评
720,不错不错不错不错,好评
721,真的很不错,好评
722,希望以后也不要有其他的问题,中评
723,热水器非常好,好评
724,很不错的一次购物,好评
725,挺好不错,好评
726,装好了才评价,中评
727,安装后晒图吧,中评
728,特别不错,好评
729,感觉非常好,中评
730,买了回来比较满意,中评
731,差评骗子,差评
732,东西不错了,好评
733,后面再补评,中评
734,总的感觉蛮好的,中评
735,热水器安装上了,中评
736,说很好用,好评
737,京东配送也不错,好评
738,真的很赞,好评
739,这个热水器真心不错,好评
740,货己收到并安装使用,中评
741,不错的一次选择支持京东,好评
742,安装上以后非常漂亮,好评
743,希望能使用的长久一些,中评
744,应该不错的,好评
745,宝贝很好用,好评
746,40L的热水器足够一家三口用的,好评
747,看着还不错,好评
748,不过蛮好的,好评
749,用后再追加评论,中评
750,非常好的热水器,好评
751,恒温也不错,好评
752,超赞,好评
753,123456789确实不错,好评
754,热水器真的不错,好评
755,用起来还是不错的,好评
756,热水器还是不错的,好评
757,房子正在装修还没有打开看呢,中评
758,等下次装修还要买,中评
759,感决不错,好评
760,东西也不错,好评
761,但是安装的,中评
762,热水器还不错,好评
763,东西挺不错的,好评
764,不错不错不,好评
765,很好用啊,好评
766,朋友也想万一台,中评
767,足够两个人洗澡了,好评
768,热水供两个卫生间可同时诜热水澡,中评
769,不过看着还不错,好评
770,个人觉得很不错,好评
771,给赞,好评
772,&hellip;&hellip;希望能用得长久一些,中评
773,很好很好很好很好很好很好,中评
774,美的一直都很好用,好评
775,很不错一直在用,好评
776,给师傅32个赞,好评
777,物品不错,好评
778,给老人用非常好,好评
779,大赞,好评
780,待后续追加心得体会,中评
781,不错真不错,好评
782,插头线一米二,中评
783,插头线一米二,中评
784,一般是够的,中评
785,一般是够的,中评
786,派来的师傅也不错,好评
787,等安装,中评
788,两口人还是足够用,好评
789,一般化,中评
790,还没安好那,中评
791,安好用后再做更多评价,中评
792,售后服务也很不错,好评
793,买的比较多,中评
794,东西蛮好,好评
795,不错的说,好评
796,容量足够用,好评
797,真的非常好,好评
798,不错的一次购物经历,好评
799,还是很不错,好评
800,一切都不错,好评
801,非常不错挺好的不错挺好的不错挺好,好评
802,装修备货,中评
803,得赞一下,好评
804,非常好非常满意,好评
805,万和不错,好评
806,比较好用,中评
807,希望海尔自己不要忘记,中评
808,安装的时候我不在家,中评
809,为什么安装给我的只有三个,中评
810,可以挺不错的,好评
811,特别是差评,差评
812,真的大赞一个,好评
813,东西还是不错的,好评
814,给我装的不错,好评
815,不错的购买体验,好评
816,热水器用的不错,好评
817,刚装修完,中评
818,还不错给朋友买的,好评
819,二个人洗足够了,好评
820,一家三口足够用了,好评
821,给jd大大地赞,好评
822,用下来还不错,好评
823,强烈差评,差评
824,很不错的一款热水器,好评
825,安装上了,中评
826,还是很不错了,好评
827,房子装修完成,中评
828,很不错的东西好用的不要不要的,好评
829,希望不错,好评
830,确实是不错,好评
831,用了段时间了没问题,好评
832,很好用的,好评
833,以前买过还不错,好评
834,可以不错,好评
835,自己装累死了,中评
836,不错挺满意,好评
837,非常不错哦,好评
838,囤货中,中评
839,其他的都还不错,好评
840,很不错呢,好评
841,"厨宝也不错",好评
842,但还比较合理,中评
843,小厨宝暂时不具备安装条件,中评
844,希望一直如此,中评
845,用过感觉不错,中评
846,灯非常好,好评
847,太赞了~~~,好评
848,为公司员工宿舍安装的,中评
849,家里装修用的,中评
850,都非常好,好评
851,后续会追加评论,中评
852,希望别失望,中评
853,还不错啊,好评
854,但是总体还不错～,好评
855,到底找谁安装,中评
856,还没装好应该还不错吧,好评
857,买了12台不错,好评
858,不错的卖家,好评
859,还不错很满意,好评
860,不错很满意,好评
861,很好很好很好很好很好,中评
862,用起来不错,好评
863,非常好的东西,好评
864,也很好用,好评
865,赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞,好评
866,用了再追评,中评
867,总体感觉不错,中评
868,很不错哦,好评
869,还没开始安装,中评
870,非常好好好好好好好,好评
871,其实我所有的馆子都没问题了,好评
872,而且开大浴霸也足够,好评
873,初步使用还不错,好评
874,一般般,中评
875,超级赞,好评
876,3天之内就搞定不错,好评
877,用后来评价,中评
878,又回购4台,中评
879,用的不错,好评
880,没问题,好评
881,只能说一般吧,中评
882,安装试用了在追加,中评
883,非常不错的,好评
884,恒温很不错,好评
885,蛮好的这个,好评
886,感觉还是不错的了,中评
887,总体至此购物还不错,好评
888,机器很不错,好评
889,不习惯给差评,差评
890,点个赞,好评
891,两台热水器收了340元,中评
892,一家人用足够了,好评
893,不错的热水汽,好评
894,装和拆装修公用了263,中评
895,海尔不错,好评
896,真的不错,好评
897,热水快不错,好评
898,用得不错,好评
899,大大的差评,差评
900,但是配件比较失望,中评
901,比较难搞,中评
902,无接管又没有安全阀,中评
903,海尔东西都不错,好评
904,不错吧,好评
905,东西很赞,好评
906,总之赞赞赞,好评
907,机子整体用起来还不错,好评
908,为京东和海尔点赞,好评
909,东西应该不错,好评
910,非常不错的执水器,好评
911,给点赞啦,好评
912,态度点赞,好评
913,也很不错,好评
914,厨宝要等厨柜安装后再安装,中评
915,希望用起来也会很好,中评
916,赞赞赞赞赞赞,好评
917,给史密斯赞一个,好评
918,房子装修,中评
919,买了两台热水器,中评
920,安装作业,中评
921,师傅态度也不错,好评
922,大赞一下,好评
923,给点个大大的赞,好评
924,差不错十多分钟就可以洗澡了,好评
925,不错挺好,好评
926,等安装晒图后,中评
927,机器也没问题很好用,好评
928,普遍反映用的不错,好评
929,很赞,好评
930,家里还没装修好,中评
931,东西是不错,好评
932,这个非常不错,好评
933,希望好,中评
934,还没用不错不错,好评
935,就应该不错吧,好评
936,不过应该不错吧,好评
937,确实很好用,好评
938,比较开心的购物,中评
939,除了安装,中评
940,东西看着不错,好评
941,到时在追评,中评
942,不错已经第二次在他家买东西了,好评
943,很不错正品,好评
944,不过没让厂家装是自己装的,中评
945,宝贝安装了,中评
946,不错很好,好评
947,非常好用的一款电淋浴器,好评
948,给家里老人安装用的,中评
949,正在装修还没用,中评
950,还没用用后评价,中评
951,安装只有一个人,中评
952,史密斯的东东不错,好评
953,产品质量没问题,好评
954,希望越来越好用,中评
955,还在装修,中评
956,是一次比较愉快的购物,中评
957,没问题很棒,好评
958,非常好的购物体验,好评
959,现在安装上了,中评
960,我买了一台史密斯热水器,中评
961,要安装的时候发现我家安热水器的地发小了,中评
962,装修好后安装再加一次评价,中评
963,&rdquo;工程用的买了十几台热水器啦&hellip;&hellip;,中评
964,我家的很好用,好评
965,用后感觉还好,中评
966,货品不错,好评
967,因为房子还在装修,中评
968,其他情况待安装后追述,中评
969,因为G20装修都停下来了,中评
970,卫生间小,中评
971,整体比较满意,中评
972,今天18点多过来帮我安装,中评
973,管线走的比较整齐,中评
974,因卫生间还没有装修好,中评
975,所以热水器暂时还没有安装,中评
976,这些配件的都不错,好评
977,美的不错的,好评
978,希望能用很久,中评
979,以后追评,中评
980,都很不错,好评
981,我安装两台二十分钟不到就拿走120元的材料费,中评
982,聪聪不错,好评
983,安装的时侯,中评
984,朋友们不用担心安装问题,中评
985,未安装,中评
986,东西非常不错,好评
987,120个赞,好评
988,宝贝已收到安装了,中评
989,用后再追平,中评
990,果然很不错,好评
991,希望美的干掉格力,中评
992,热水器真的非常好,好评
993,还不错哦,好评
994,现在在安装,中评
995,还没用等用了再追评,中评
996,用了之后追评,中评
997,真不错哦,好评
998,等用了再追加评论,中评
999,安装使用数量,中评
1000,还没有使用感觉还是不错的,中评
1001,用了以后在追平,中评
1002,管件用的比较多,中评
1003,家里人说还不错,好评
1004,再追评,中评
1005,装好试用后再追评,中评
1006,很不错的一次网购,好评
1007,用了一次,中评
1008,让我这住的比较偏远的农村的孩子甚是感动,中评
1009,后期安装使用过程会来追加评论,中评
1010,都没安好就走了,中评
1011,过几天再安装,中评
1012,帮同事买来安装在新家的,中评
1013,后期会追评,中评
1014,使用后再追加评论吧～,中评
1015,希望能用久一点,中评
1016,安装好使用,中评
1017,很不错的,好评
1018,第一次给差评居然给的是海尔,差评
1019,总体还不错,好评
1020,希望产品质量也不会让我们失望,中评
1021,不过这个也不错很大,好评
1022,装修中,中评
1023,希望能一如继往,中评
1024,前几天因为房子才装修没电,中评
1025,没有安,中评
1026,装修的时候挂的高了,中评
1027,太度不错,好评
1028,还没来得及安装,中评
1029,还没用安装,中评
1030,过些日子追加,中评
1031,还不错～,好评
1032,原来那台热水器的插座不匹配,中评
1033,非常非常好,好评
1034,用过之后来追加哦,中评
1035,用后追评,中评
1036,真心给赞,好评
1037,不过东东还是不错的,好评
1038,新家没有装修好了,中评
1039,安装好再追加评论,中评
1040,正在安装,中评
1041,用后再评价,中评
1042,卖家人也不错,好评
1043,又过来安装了,中评
1044,目前还没有安装,中评
1045,看着挺不错的,好评
1046,用完来追评,中评
1047,家里装修中,中评
1048,新房还在装修,中评
1049,装上以后使用了再做评价,中评
1050,全一分差评,差评
1051,用后补评,中评
1052,就是等装修结束就可以使用了,中评
1053,赞啦,好评
1054,买回农村安装,中评
1055,过段时间再追评,中评
1056,希望下次改进,中评
1057,用后再追评,中评
1058,日后追加吧,中评
1059,等安装完了再追评,中评
1060,等待安装中,中评
1061,总体来说还不错,好评
1062,用了后再追评吧,中评
1063,以前买过2台海尔的热水器,中评
